mylkldelectric,"We currently have 300 customers without power. All of those are customers that require a reconnect due to storm dam… https://t.co/A4e0u3Hfhw","Wed Sep 20 17:01:13 EDT 2017","null"
IETreeLandPros,"Life after Harvey and Irma: How Will We Rebuild Our Cities? https://t.co/VEgiDuUTKj","Wed Sep 20 17:01:13 EDT 2017","null"
spiritsbusiness,"Cruzan Rum supports US Virgin Islands home territory with US$500k donation following #HurricaneIrma… https://t.co/lBI1beloTq","Wed Sep 20 17:01:13 EDT 2017","null"
LivingOnChi,"#Fukushima #GeoEngineering
.@DrDurnford 9/7/17
---
#HurricaneIrma Will Have Sustained Gust Of 200 MPH!
https://t.co/3mgWyUmHGV","Wed Sep 20 17:01:14 EDT 2017","null"
fulcrumapp,"Incredible aerial photos from @natgeo show the extent of the damage to the Florida Keys after #Irma… https://t.co/COmkENNxUZ","Wed Sep 20 17:01:14 EDT 2017","null"
genesisxrosario,"Did I read this correctly https://t.co/iLtxOtM7Qw","Wed Sep 20 17:01:15 EDT 2017","null"
sgminterIW,"Charleston Manufacturers Focus on Training Current and Future Workers https://t.co/XTqnbiwJw9 #manufacturing… https://t.co/wfFXO5FTYW","Wed Sep 20 17:01:16 EDT 2017","null"
eleminated,"Millions affected by disasters like #HurricaneMaria + #Irma. @JY_LeDrian, @angealfa,@margotwallstrom will you pledge funds to rebuild lives?","Wed Sep 20 17:01:19 EDT 2017","null"
AnnikaLockheart,"@ParkeWales  @palomasilvaa Miami was so lovely https://t.co/vdfWEzQ1Tc","Wed Sep 20 17:01:20 EDT 2017","null"
cjmcassar,"Heard a dude complaining about how he hates twitter culture, told him carry di cunny. He replied with "huh?" Lol #Caribbean  Shade level 100","Wed Sep 20 17:01:22 EDT 2017","null"
qi_lp,"@null Now time is 6 o'clock.","Wed Sep 20 17:01:22 EDT 2017","null"
tlclocate,"With #HurricaneHarvey and #Irma, let's turn disaster into climate and clean energy action via @NRDC  https://t.co/WwiwzhmWnI","Wed Sep 20 17:01:23 EDT 2017","null"
fox7austin,"MIAMI (AP) -- Hurricane center: Maria weakens to a Category 2 storm, could regain major hurricane status by Thursday.","Wed Sep 20 17:01:24 EDT 2017","null"
UMiami_SA,"Check out what is open and available as you make your way back to campus in time for classes to resume on Monday, S… https://t.co/siJbD2ZBJu","Wed Sep 20 17:01:25 EDT 2017","null"
isonlycosplay,"RT @Mashi_Thana: Have I already said how much I love these pictures? <3

-------

Me as Irma 
Photos by  @MariiVamp_ 
Support:… ","Wed Sep 20 17:01:27 EDT 2017","null"
realgrantc,"@Brett_McMurphy Would assume this would be Monday game with Bama Miami on Saturday? Any word on that 4 years in advance lol","Wed Sep 20 17:01:27 EDT 2017","null"
BrianaRushton,"someone find me a cheap one way flight back to miami pless","Wed Sep 20 17:01:27 EDT 2017","null"
pence_christine,"Miami East rocks Farm Safety Week! #MEFFA https://t.co/vlN5cKEfSG","Wed Sep 20 17:01:27 EDT 2017","null"
endeavor_global,"From Miami to Mexico, proud to see Endeavor Entrepreneurs stepping up to help their communities #HighImpact… https://t.co/M8PNLpv6gs","Wed Sep 20 17:01:27 EDT 2017","null"
ThePinkPrint27,"@NICKIMINAJ please read https://t.co/1nzfwYkxRq","Wed Sep 20 17:01:30 EDT 2017","null"
TrumpTheWiener,"@putin_free pulling strings again like the expert puppeteer that he is...... https://t.co/lfDSPmVlPy","Wed Sep 20 17:01:31 EDT 2017","null"
TooglesEN,"? Be informed about #South + #Beach + #NFL + #Jeremy + #Miami you'll find here ?  https://t.co/CDL49D3fHD","Wed Sep 20 17:01:32 EDT 2017","null"
NikkiAmy,"Please. Give what you can. This is so devastating.? https://t.co/C90V9WIHqn","Wed Sep 20 17:01:32 EDT 2017","null"
adamd243,"@LazyLightning55 Eh. I couldn't even give away Miami nye tickets.","Wed Sep 20 17:01:35 EDT 2017","null"
cryptpark,"Miami Seen As Ideal Property Market For Bitcoin https://t.co/ag8kI3B33K https://t.co/VmpCRwciYU","Wed Sep 20 17:01:35 EDT 2017","null"
TradeshowFl,"#Orlando Amazon HQ2 at Creative Village, https://t.co/VKLbAjVIvQ","Wed Sep 20 17:01:35 EDT 2017","null"
HHNOrlando,"#Orlando Amazon HQ2 at Creative Village, https://t.co/fSM0B7PIvn","Wed Sep 20 17:01:36 EDT 2017","null"
HarryStrauss,"Turn off power & water. Read & understand your insurance policy. More steps for hurricane preparedness: https://t.co/5SHywyGo3O #Irma","Wed Sep 20 17:01:36 EDT 2017","null"
arrowfeatherst1,"With #HurricaneHarvey and #Irma, let's turn disaster into climate and clean energy action via @NRDC  https://t.co/VLKccV3Fzo","Wed Sep 20 17:01:36 EDT 2017","null"
TorrenceIns,"The Nationwide Foundation donated another $500,000 to the @RedCross. See how you can make a difference: https://t.co/W6ohCkhCTD #Irma","Wed Sep 20 17:01:38 EDT 2017","null"
IfIWerePresBot,"I’d eliminate all the heathens and the degenerates https://t.co/npHBkblNau","Wed Sep 20 17:01:39 EDT 2017","null"
GetPhysicsJobs,"Math & Physics Teachers - be a Quantum Scholar! - #Charleston , SC (https://t.co/SMNUBBRrws) Get Physics Jobs","Wed Sep 20 17:01:39 EDT 2017","null"
HighYellowMoon,"Legit way to donate to the Caribbean. https://t.co/l2FTqzBRmm","Wed Sep 20 17:01:40 EDT 2017","null"
BadApplesPro,"iPhone Repair Miami Beach https://t.co/9g3MsZjfO7","Wed Sep 20 17:01:40 EDT 2017","null"
ByTimReynolds,"Other cities burn jerseys. Miami, it's still all love for D-Wade. https://t.co/JahIDA7yDp","Wed Sep 20 17:01:40 EDT 2017","null"
HarryStrauss,"Before a hurricane, examine your property to ensure there are no physical hazards. Read more: https://t.co/5SHywyGo3O #Irma","Wed Sep 20 17:01:41 EDT 2017","null"
KenJos,"@Indig0Green Then Irma came and rules went out the door. 

We're just now getting back to being vegan at home this week. It's a process.","Wed Sep 20 17:01:43 EDT 2017","null"
grajalesASLA,"Life after Harvey and Irma: How Will We Rebuild Our Cities? #ASLACLIMATE https://t.co/mFbWCcNpPY via @landarchitects","Wed Sep 20 17:01:43 EDT 2017","null"
SE0NGNAM,"@null Rashford double for holders United Marcus Rashford scores twice as holders Manch  https://t.co/02Ljl9As1D","Wed Sep 20 17:01:45 EDT 2017","null"
ele_wolfe,"Posh River Yacht Club is latest Hurricane Irma casualty. (via MiamiHeraldFood) https://t.co/2wHUCWZsJK https://t.co/dyPzDAqYPn","Wed Sep 20 17:01:45 EDT 2017","null"
DHartman_WAPT,"Lots of damage in Puerto Rico.  It looks pretty bad. https://t.co/oQGcjdcpRa","Wed Sep 20 17:01:43 EDT 2017","null"
marce9462,"MSQ adamantly insist on keeping #Blackfish Tokitae in a tank to continue its “commitment to education'. https://t.co/oeHFALJias","Wed Sep 20 17:01:47 EDT 2017","null"
prek_adventures,"@mysuncoast FridayAsIrmaDescendedOn #Florida, aStormArrivedOnOurFamilyTheDeathFriend/BrotherIn-Law #JimmyChupp. https://t.co/Ujmx4wNu32","Wed Sep 20 17:01:49 EDT 2017","null"
marce9462,"For the past 45 years #Blackfish Tokitae has been denied all of the things that are her natural right. #FreeLolita https://t.co/WsdkvtIc2J","Wed Sep 20 17:01:52 EDT 2017","null"
CA_Corneille,"Disney extended showing of this piece due to Irma but it may be gone soon. https://t.co/wnsUmtuBEy","Wed Sep 20 17:01:52 EDT 2017","null"
Dreamy_Flo,"@SharonLFans1 @sharonlawrence Thank you ? He has barred all the windows. Again! He already did that for Irma.","Wed Sep 20 17:01:53 EDT 2017","null"
MoonOverKeyWest,"Everything turns rusty brown from the wind and salt. A lot dies

https://t.co/KYHcJAxP52","Wed Sep 20 17:01:54 EDT 2017","null"
ReefaTheFunk,"Wow this Miami traffic is unbearable HOW THE FUCK do people do this Everyday AFTER WORK?!","Wed Sep 20 17:01:54 EDT 2017","null"
kabochazukamori,"Just chilling by the pool.  #florida @ Pasco County, Florida https://t.co/lUHkb1evvU","Wed Sep 20 17:01:55 EDT 2017","null"
JacksonvilleFL_,"Jacksonville FL Wed Sep 20th PM Forecast: TONIGHT Partly Cloudy Lo 71 THURSDAY Chance Of Showers Hi 90","Wed Sep 20 17:01:55 EDT 2017","GeoLocation{latitude=30.3383, longitude=-81.7706}"
calejandrorc,"Regular day at work !! @ Miami International Airport - MIA https://t.co/aBWdNPA3kV","Wed Sep 20 17:01:57 EDT 2017","null"
alleinamaggie,"it was also the last time they played in Miami. Irma had to ruin everything.","Wed Sep 20 17:01:57 EDT 2017","null"
LivingOnChi,"#Fukushima #GeoEngineering
.@DrDurnford 9/6/17
---
#Irma Hits Caribbean. #Miami Nukes Sitting Ducks
https://t.co/u0YgUyuRh3","Wed Sep 20 17:01:57 EDT 2017","null"
JonesandMike,"This is awesome.  Best fraudulent signer scandal since Mandela's funeral. 90% of life is just showing up w/balls.   https://t.co/BkBehvXTox","Wed Sep 20 17:01:59 EDT 2017","null"
PiccadillyPlume,"@aschlemmercd Thanks but have been checking all week. MSC still intent on sending us to Cuba where there is now Dis… https://t.co/lwAGK3CUcK","Wed Sep 20 17:01:59 EDT 2017","null"
lululemonMIA,"Vizcaya is known for its lush green gardens. Beaten by #HurricaneIrma @VizcayaMuseum is seeking volunteers to help… https://t.co/s47tL1evJC","Wed Sep 20 17:01:59 EDT 2017","null"
EricHolthaus,"A quarter of all Atlantic Cat 5 landfalls on record have occurred in the last two weeks.
A horrific, ominous month:
https://t.co/tRO3zU17zL","Wed Sep 20 17:02:01 EDT 2017","null"
MasqRev,"Rock Band Daughtry Boosts Habitat For Humanity's Response To Hurricanes Harvey And Irma https://t.co/cheVjA7Z1f via @loup_dargent","Wed Sep 20 17:02:01 EDT 2017","null"
Crazy_King088,"The Destruction In My Neighborhood Because Of Hurricane Irma Was Bad","Wed Sep 20 17:02:02 EDT 2017","null"
ErnestPrayers,"Praying for God’s help…for a nation in shambles: https://t.co/PLGYFuAhuW #Harvey #Irma #Wildfires #PuertoRico #USA https://t.co/iqmNeE7QVw","Wed Sep 20 17:02:02 EDT 2017","null"
ucwv_athletics,"Ettore Ballestracci puts one past the keeper! Charleston leads 3-0 going into the half! #TakeFlight https://t.co/CjaEyySxjw","Wed Sep 20 17:02:03 EDT 2017","null"
Nate_HH,"There are still people in FL without power after #Irma. Really is amazing the work these crews do to get the lights… https://t.co/1GVXCNEmxP","Wed Sep 20 17:02:03 EDT 2017","null"
sharezz_z,"@realDonaldTrump He certainly paid enormous attention to #Irma2017 .  Does he just care if his own personal property is at stake???","Wed Sep 20 17:02:04 EDT 2017","null"
IndustryWeek,"Charleston manufacturers focus on training current and future workers https://t.co/hddCW4cbkp https://t.co/W1Ltp8mQyL","Wed Sep 20 17:02:03 EDT 2017","null"
sparkermiller,"Good Evening Jacksonville, Florida., USA and “The Americas”
Good Morning Asia-PHP/HK, Africa, Australia, Eurasia... https://t.co/gizCUk5Inb","Wed Sep 20 17:02:04 EDT 2017","null"
Utopiayes,"Florida residents prohibited from using solar energy after Hurricane Irma https://t.co/mtCoSZ9VhL","Wed Sep 20 17:02:05 EDT 2017","null"
syuusun6,"?null Erin Cressida Wilson","Wed Sep 20 17:02:06 EDT 2017","null"
DataCenterJorge,"My mom lives in #FloridaKeys , my dad lives in #PuertoRico.  What kind of day are you having, @geico? Lack of… https://t.co/JONTshesQN","Wed Sep 20 17:02:05 EDT 2017","null"
MiamiFL_,"Miami FL Wed Sep 20th PM Forecast: TONIGHT Chance Of Showers Lo 79 THURSDAY Chance Of T-Storm Hi 89","Wed Sep 20 17:02:06 EDT 2017","GeoLocation{latitude=25.779, longitude=-80.1982}"
SunshineApartm,"Contact us to have a fantastic experience!
#Rentals #Apartment #ApartmentRental #RealEstates #MiamiBeach #Rent… https://t.co/qemmjgxOPD","Wed Sep 20 17:02:07 EDT 2017","null"
MiamiShoresFL,"Miami Shores FL Wed Sep 20th PM Forecast: TONIGHT Chance Of Showers Lo 79 THURSDAY Chance Of T-Storm Hi 89","Wed Sep 20 17:02:08 EDT 2017","GeoLocation{latitude=25.8552, longitude=-80.1846}"
tcrwalsh,"Millions affected by disasters like #HurricaneMaria + #Irma. @JY_LeDrian, @angealfa,@margotwallstrom will you pledge funds to rebuild lives?","Wed Sep 20 17:02:09 EDT 2017","null"
TriIoqies,"@taehIoves FUCK NO. I’m in between Orlando and Miami","Wed Sep 20 17:02:09 EDT 2017","null"
CroweJobs,"We're #hiring! Read about our latest #job opening here: Federal Tax Manager- Fort Lauderdale or Miami (13904) - https://t.co/AUd9CsJapu","Wed Sep 20 17:02:09 EDT 2017","GeoLocation{latitude=26.1193363, longitude=-80.1290801}"
BizAdvisories,"A Category 5 Compliance Problem: Hurricane Irma Gives Providers a Stark Reminder of... https://t.co/t4Tvi2PIw3 | by @carltonfields","Wed Sep 20 17:02:10 EDT 2017","null"
KellyMa14315727,"https://t.co/ENQ1Mc6GZF: I believe these powerful hurricanes, one after another, is related to "geoengineering" going on by U.S.and Mexico.","Wed Sep 20 17:02:10 EDT 2017","null"
NorthMiami_FL,"North Miami FL Wed Sep 20th PM Forecast: TONIGHT Chance Of Showers Lo 79 THURSDAY Chance Of T-Storm Hi 89","Wed Sep 20 17:02:10 EDT 2017","GeoLocation{latitude=25.8935, longitude=-80.1832}"
lopezgovlaw,"#News via #NPR: Less than a month after Hurricane Irma hit, the U.S. Virgin Islands and Puerto Rico are dealing wi…… https://t.co/MgDZL40Wkg","Wed Sep 20 17:02:11 EDT 2017","null"
NorthMiamiBeach,"North Miami Beach FL Wed Sep 20th PM Forecast: TONIGHT Chance Of Showers Lo 79 THURSDAY Chance Of T-Storm Hi 89","Wed Sep 20 17:02:12 EDT 2017","GeoLocation{latitude=25.9339, longitude=-80.1467}"
beverlyjk92,"@Mc_Driver @LFR95 I am so shocked! Due too #HurricaneIrma I was in the dark!! YOU are GOD'S child! A new season is… https://t.co/4FGBcyjCRf","Wed Sep 20 17:02:12 EDT 2017","null"
Dr_RJByrne,"#hercules #C130 doing its stuff. BZ @rcaf https://t.co/BQcXFVQN0R","Wed Sep 20 17:02:12 EDT 2017","null"
3marinas,"Post #Hurricaneirma update: #Boaters Welcome! All sizes #Slips to 200' #megayacht #dockage #fishing https://t.co/0YcGzQWoSI","Wed Sep 20 17:02:13 EDT 2017","null"
97_rnj,"@null pmxze","Wed Sep 20 17:02:13 EDT 2017","null"
ActorDanunger1,"@FoxNews plz r/t we really need your help thank you  https://t.co/qxrCOtWLKU","Wed Sep 20 17:02:14 EDT 2017","null"
orlandosentinel,"FHSAA launches online portal for schools in need due to Hurricane Irma https://t.co/y67YCyczce https://t.co/Ab0fUSMvEH","Wed Sep 20 17:02:13 EDT 2017","null"
DRAMAEDITER,"Check out "HAARP HARVEY AND IRMA" by MR.FLRESH - https://t.co/nE8iDjC2o5","Wed Sep 20 17:02:14 EDT 2017","null"
torpedovegas2,"Jason J Watson Las Vegas RT FloridaMugshots: Fredrick Davis #PalmBeach #Florida #Arrest #Mugshot https://t.co/8OyDilD1Bv","Wed Sep 20 17:02:14 EDT 2017","null"
torpedovegas2,"Jason J Watson Las Vegas RT FloridaMugshots: Brian Horn #PalmBeach #Florida #Arrest #Mugshot https://t.co/uZoMaM9JXk","Wed Sep 20 17:02:15 EDT 2017","null"
QALLU,"?null September 21, 2017 at 05:57AM https://t.co/Dq5A4dr0Mz","Wed Sep 20 17:02:16 EDT 2017","null"
webhead1974,"Millions affected by disasters like #HurricaneMaria + #Irma. @JY_LeDrian, @angealfa,@margotwallstrom will you pledge funds to rebuild lives?","Wed Sep 20 17:02:16 EDT 2017","null"
wdwrauhls,"RT @justinbieber: Miami. See you at @Fontainebleau? for #NYE2017 
https://t.co/lSBp5aVirr https://t.co/fyNHjapdkC","Wed Sep 20 17:02:16 EDT 2017","null"
torpedovegas2,"Jason J Watson Las Vegas RT FloridaMugshots: Jessica Dent #PalmBeach #Florida #Arrest #Mugshot https://t.co/OehV0gl9CX","Wed Sep 20 17:02:16 EDT 2017","null"
epikmarketing1,"Hurricane Irma - Tornado damage in Palm Bay https://t.co/uWJAq3y4C8
#freevideos #freevideo","Wed Sep 20 17:02:16 EDT 2017","null"
QALLU,"?null September 21, 2017 at 05:58AM https://t.co/Dq5A4dr0Mz","Wed Sep 20 17:02:16 EDT 2017","null"
QALLU,"?null September 21, 2017 at 05:59AM https://t.co/Dq5A4dr0Mz","Wed Sep 20 17:02:18 EDT 2017","null"
Carhire_direct,"Update: After Irma, Most Orlando Attractions Have Reopened https://t.co/vOfqoNbgMT https://t.co/NNwFpUreRK","Wed Sep 20 17:02:18 EDT 2017","null"
CHSluxinteriors,"We are so excited for the reveal of Charleston's Ro Sham Beaux -post renovations! ?? // CLI Design
::… https://t.co/OJFtcwXkof","Wed Sep 20 17:02:17 EDT 2017","null"
QALLU,"?null September 21, 2017 at 06:00AM https://t.co/Dq5A4dr0Mz","Wed Sep 20 17:02:19 EDT 2017","null"
QALLU,"?null September 21, 2017 at 06:01AM https://t.co/Dq5A4dr0Mz","Wed Sep 20 17:02:20 EDT 2017","null"
BadApplesPro,"iPhone Repair Near Miami https://t.co/SS9XfPT4eL","Wed Sep 20 17:02:21 EDT 2017","null"
QALLU,"?null September 21, 2017 at 06:02AM https://t.co/Dq5A4dr0Mz","Wed Sep 20 17:02:21 EDT 2017","null"
kenspellman,"Shurwayne Winchester - Wine On It https://t.co/uTsapulAEj @kenspellman #CARIBBEAN #SOCA","Wed Sep 20 17:02:22 EDT 2017","null"
Anuhiu,"RT @Mashi_Thana: Have I already said how much I love these pictures? <3

-------

Me as Irma 
Photos by  @MariiVamp_ 
Support:… ","Wed Sep 20 17:02:23 EDT 2017","null"
susan4wolves,"I’m a TV weatherman. Here's what happened when I discussed climate change on air. https://t.co/xVOKH1nMfO","Wed Sep 20 17:02:24 EDT 2017","null"
AllMilitaryNews,"RT @EricHolthaus: A quarter of all Atlantic Cat 5 landfalls on record have occurred in the last two weeks.
A horrific, ominous month:
https…","Wed Sep 20 17:02:26 EDT 2017","null"
Michael_Calia,"RT @EricHolthaus: A quarter of all Atlantic Cat 5 landfalls on record have occurred in the last two weeks.
A horrific, ominous month:
https…","Wed Sep 20 17:02:27 EDT 2017","null"
iamcuzznwill,"Oct. 5th I'm in #miami https://t.co/PrmHNMG0Sy","Wed Sep 20 17:02:27 EDT 2017","null"
ConsumerFeed,"Jacksonville Bancorp announces quarterly dividend of $0.10.  Payable on 10/11/2017. 1.29% Yield.  https://t.co/hYlXvdDgal $JXSB #JXSB","Wed Sep 20 17:02:28 EDT 2017","null"
sparkermiller,"Good Evening Jacksonville, Florida., USA and “The Americas”
Good Morning Asia-PHP/HK, Africa, Australia, Eurasia... https://t.co/9KJ3NsWlBg","Wed Sep 20 17:02:29 EDT 2017","null"
LivingOnChi,"#GeoEngineering
.@DrDurnford 9/5/17
---
#Fukushima, #Irma Category 5, #Texas Nuke Plant Still Silent
https://t.co/8INeEaeW97","Wed Sep 20 17:02:30 EDT 2017","null"
ValassisCareers,"Can you recommend anyone for this #job in #Florida? https://t.co/0NqOHgwn3J #Manufacturing #Hiring","Wed Sep 20 17:02:32 EDT 2017","GeoLocation{latitude=27.766279, longitude=-81.686783}"
ModernOwners,"https://t.co/MkoPJqdPKT Nike Lebron 8 V/2 Low Miami Nights 456849-101 PRE OWNED","Wed Sep 20 17:02:33 EDT 2017","null"
JMatterABC7,"Students on the Suncoast missed more than a week of school b/c of #Irma,we have info on decisions about those makeu… https://t.co/mmTcXU5NO1","Wed Sep 20 17:02:33 EDT 2017","null"
tmj_jax_hrta,"Interested in a #job in #Jacksonville, FL? This could be a great fit: https://t.co/ZnlqyvvPCc #Parttime #Hiring #CareerArc","Wed Sep 20 17:02:33 EDT 2017","GeoLocation{latitude=30.2533183, longitude=-81.5359711}"
_crybabyli,"Made Devon go with Luke bc ion trust these ho's AND FOR GOOD REASON. White people are trash https://t.co/ruWEIU0x58","Wed Sep 20 17:02:33 EDT 2017","null"
uSTADIUM,"@danescanes2007 Lol. Stress of having to be a QB in Jacksonville maybe causing it?","Wed Sep 20 17:02:34 EDT 2017","null"
SuperheroTVcom,"Hi followers. I'm in #SWFL cleaning up from #HurricaneIrma, so likely not to post as much this week. Will tweet whe… https://t.co/BQVaLcJbH5","Wed Sep 20 17:02:34 EDT 2017","null"
joselincorrea3,"RT @MillenPolitics: For decades we've been killing our planet. And now she's killing us. 

#MexicoCity #Irma #Maria https://t.co/9yJhO69n4i","Wed Sep 20 17:02:35 EDT 2017","null"
sjalexander,"RT @EricHolthaus: A quarter of all Atlantic Cat 5 landfalls on record have occurred in the last two weeks.
A horrific, ominous month:
https…","Wed Sep 20 17:02:36 EDT 2017","null"
